20161015,1040,12,19,23,33,42,49,KOCAELİ / ÇAYIROVA,1,232,11.228,197.994,1.548.658,85 TL,2.811,10 TL,44,40 TL,6,95 TL
20161008,1039,18,25,33,34,37,45,İZMİR / KONAK,1,191,9.594,186.710,1.560.491,65 TL,3.440,50 TL,51,90 TL,7,45 TL
20161001,1038,04,14,25,27,31,39,ANKARA / ÇANKAYA,1,210,10.848,193.140,1.530.171,55 TL,3.069,55 TL,45,20 TL,7,05 TL
20160924,1037,07,16,17,18,31,32,İSTANBUL / BAKIRKÖY - İSTANBUL / ÇEKMEKÖY,2,307,13.254,246.399,3.360.911,60 TL,2.654,80 TL,46,50 TL,7,00 TL
20160917,1036,12,18,22,35,37,45,,3. Devir,213,11.150,198.867,4.787.410,66 TL,3.250,20 TL,47,35 TL,7,35 TL
20160910,1035,02,11,22,27,30,35,,2. Devir,236,11.520,207.651,3.143.639,25 TL,2.987,80 TL,46,10 TL,7,20 TL
20160903,1034,02,12,14,22,31,34,,1. Devir,246,12.172,203.604,1.469.611,46 TL,2.516,00 TL,38,25 TL,6,45 TL
20160827,1033,17,19,23,29,44,46,AĞRI / PATNOS,1,177,10.010,185.288,3.060.304,80 TL,3.834,05 TL,51,45 TL,7,75 TL
20160820,1032,09,24,28,29,33,49,,1. Devir,144,8.754,171.800,1.448.598,70 TL,4.237,15 TL,53,10 TL,7,50 TL
20160813,1031,13,18,19,20,38,49,ANKARA / YENİMAHALLE,1,200,10.574,200.353,4.526.898,10 TL,3.486,25 TL,50,30 TL,7,35 TL
20160806,1030,02,18,27,31,33,38,,2. Devir,179,9.710,178.149,2.870.995,21 TL,3.546,95 TL,49,45 TL,7,55 TL
20160730,1029,02,14,22,23,38,47,,1. Devir,160,9.186,169.681,1.363.193,14 TL,3.588,35 TL,47,55 TL,7,15 TL
20160723,1028,07,12,14,34,40,46,İZMİR / KARŞIYAKA,1,206,10.543,188.654,4.067.550,55 TL,3.113,25 TL,46,05 TL,7,20 TL
20160716,1027,12,16,27,36,46,48,,2. Devir,143,7.584,144.586,2.544.384,12 TL,3.702,55 TL,52,90 TL,7,75 TL
20160709,1026,06,11,21,39,40,48,,1. Devir,174,8.768,157.808,1.287.186,26 TL,3.116,00 TL,47,20 TL,7,25 TL
20160702,1025,04,35,39,40,42,46,BURSA / OSMANGAZİ - KIRKLARELİ / BABAESKİ,2,113,7.260,147.424,690.632,65 TL,5.146,90 TL,60,75 TL,8,35 TL
20160625,1024,06,07,11,16,24,35,DENİZLİ / PAMUKKALE,1,200,10.388,182.061,1.341.447,10 TL,2.825,35 TL,41,50 TL,6,55 TL
20160618,1023,04,10,20,22,27,33,ANKARA / YENİMAHALLE,1,158,9.455,174.414,1.368.925,05 TL,3.650,20 TL,46,10 TL,7,00 TL
20160611,1022,14,16,26,37,38,45,ANKARA / MAMAK - ESKİŞEHİR / ODUNPAZARI,2,141,7.975,157.458,702.645,70 TL,4.199,00 TL,56,30 TL,7,95 TL
20160604,1021,07,09,30,33,36,45,İSTANBUL / BEYOĞLU,1,207,9.824,192.843,3.066.500,20 TL,3.233,00 TL,51,55 TL,7,35 TL
20160528,1020,04,06,14,20,36,37,,1. Devir,138,8.679,167.712,1.477.208,16 TL,4.509,90 TL,54,30 TL,7,85 TL
20160521,1019,04,08,15,27,33,47,İSTANBUL / KAĞITHANE,1,207,10.137,181.091,1.494.973,55 TL,3.041,90 TL,47,20 TL,7,35 TL
20160514,1018,03,04,06,21,27,42,MERSİN / TARSUS,1,161,9.802,185.232,1.492.148,30 TL,3.903,25 TL,48,20 TL,7,20 TL
20160507,1017,08,14,25,33,37,48,ANKARA / ALTINDAĞ - MUĞLA / BODRUM - SAKARYA / ADAPAZARI,3,232,12.041,214.921,1.635.492,50 TL,3.264,55 TL,47,70 TL,7,45 TL
20160430,1016,09,11,17,28,35,47,,2. Devir,236,11.135,199.981,3.108.887,09 TL,2.919,30 TL,46,65 TL,7,30 TL
20160423,1015,05,07,09,18,25,42,,1. Devir,243,11.199,199.790,1.473.489,01 TL,2.554,10 TL,42,40 TL,6,55 TL
20160416,1014,06,23,26,29,46,47,BURDUR / KARAMANLI - İSTANBUL / ESENLER,2,150,8.583,167.013,758.083,45 TL,4.257,10 TL,56,20 TL,8,10 TL
20160409,1013,13,14,23,27,32,33,İSTANBUL / ÜSKÜDAR,1,323,14.911,254.418,3.363.620,60 TL,2.211,15 TL,36,05 TL,5,95 TL
20160402,1012,01,04,22,29,37,44,,1. Devir,164,9.445,183.961,1.668.613,44 TL,4.286,40 TL,56,05 TL,8,10 TL
20160326,1011,05,10,18,26,45,48,,0,224,11.418,216.896,,00 TL,34.192,45 TL,53,15 TL,7,85 TL
20160319,1010,10,13,16,23,44,47,,3. Devir,174,10.230,200.748,4.947.790,22 TL,4.118,15 TL,53,15 TL,7,55 TL
20160312,1009,06,08,12,20,36,46,,2. Devir,179,10.066,189.212,3.246.407,50 TL,3.860,45 TL,51,55 TL,7,75 TL
